Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical
Cambodia,2.7,Unmitigated,0%,16718971,14137141,52665,352198,69851
Cambodia,3,Unmitigated,0%,16718971,14658802,54410,362969,72142
Cambodia,3.3,Unmitigated,0%,16718971,15045768,55642,370514,73761
Cameroon,2.4,Enhanced social distancing of elderly,35%,26545864,14841373,25550,223250,33872
Cameroon,2.7,Enhanced social distancing of elderly,39%,26545864,16052251,28523,243958,37811
Cameroon,3,Enhanced social distancing of elderly,44%,26545864,16881143,36422,275870,48301
Cameroon,3.3,Enhanced social distancing of elderly,47%,26545864,17676051,38780,290536,51429
Cameroon,2.4,Social distancing whole population,37%,26545864,14597159,35534,251293,47109
Cameroon,2.7,Social distancing whole population,41%,26545864,15814859,38108,270757,50543
Cameroon,3,Social distancing whole population,45%,26545864,16798516,40130,286240,53207
Cameroon,3.3,Social distancing whole population,48%,26545864,17610215,41755,298835,55352
Cameroon,2.4,Unmitigated,0%,26545864,22491386,50535,370107,66996
Cameroon,2.7,Unmitigated,0%,26545864,23577621,52179,384465,69171
Cameroon,3,Unmitigated,0%,26545864,24336360,53226,393966,70560
Cameroon,3.3,Unmitigated,0%,26545864,24878860,53912,400410,71501
Canada,2.4,Enhanced social distancing of elderly,34%,37742157,17361667,74721,519785,99059
Canada,2.7,Enhanced social distancing of elderly,38%,37742157,19107908,87752,590844,116392
Canada,3,Enhanced social distancing of elderly,42%,37742157,21027720,131760,744015,174651
Canada,3.3,Enhanced social distancing of elderly,45%,37742157,22307651,147678,812634,195761
Canada,2.4,Social distancing whole population,36%,37742157,18282575,132687,686167,175905
Canada,2.7,Social distancing whole population,40%,37742157,20061143,149963,767884,198791
Canada,3,Social distancing whole population,44%,37742157,21526603,165036,837820,218788
Canada,3.3,Social distancing whole population,46%,37742157,22755021,178310,898370,236495
Canada,2.4,Unmitigated,0%,37742157,29596636,266741,1277275,353623
Canada,2.7,Unmitigated,0%,37742157,31447344,296840,1396546,393698
Canada,3,Unmitigated,0%,37742157,32802364,321565,1490773,426364
Canada,3.3,Unmitigated,0%,37742157,33814953,342056,1566204,453439
Central African Republic,2.4,Enhanced social distancing of elderly,35%,4829764,2707659,4665,39282,6184
Central African Republic,2.7,Enhanced social distancing of elderly,39%,4829764,2927558,5212,42907,6909
Central African Republic,3,Enhanced social distancing of elderly,44%,4829764,3078928,6699,48742,8882
Central African Republic,3.3,Enhanced social distancing of elderly,47%,4829764,3223221,7139,51330,9468
Central African Republic,2.4,Social distancing whole population,37%,4829764,2664973,6560,44637,8696
Central African Republic,2.7,Social distancing whole population,41%,4829764,2886095,7036,48040,9332
Central African Republic,3,Social distancing whole population,45%,4829764,3064593,7410,50741,9825
Central African Republic,3.3,Social distancing whole population,48%,4829764,3212271,7712,52939,10223
Central African Republic,2.4,Unmitigated,0%,4829764,4097921,9349,65269,12395
Central African Republic,2.7,Unmitigated,0%,4829764,4294243,9658,67719,12803
Central African Republic,3,Unmitigated,0%,4829764,4431311,9855,69331,13065
Central African Republic,3.3,Unmitigated,0%,4829764,4529155,9985,70415,13242
Chad,2.4,Enhanced social distancing of elderly,35%,16425859,9065221,14551,124665,19291
Chad,2.7,Enhanced social distancing of elderly,39%,16425859,9806945,16225,135953,21519
Chad,3,Enhanced social distancing of elderly,44%,16425859,10311144,20755,153830,27518
Chad,3.3,Enhanced social distancing of elderly,47%,16425859,10800257,22074,161783,29262
Chad,2.4,Social distancing whole population,37%,16425859,8905875,20336,140879,26960
Chad,2.7,Social distancing whole population,41%,16425859,9653516,21765,151432,28853
Chad,3,Social distancing whole population,45%,16425859,10258505,22882,159774,30334
Chad,3.3,Social distancing whole population,48%,16425859,10758674,23776,166529,31534
Chad,2.4,Unmitigated,0%,16425859,13779365,28507,203840,37792
Chad,2.7,Unmitigated,0%,16425859,14462189,29369,211130,38950
Chad,3,Unmitigated,0%,16425859,14943752,29910,215879,39665
Chad,3.3,Unmitigated,0%,16425859,15291053,30260,219050,40115
Channel Islands,2.4,Enhanced social distancing of elderly,33%,173859,74935,277,2125,367
Channel Islands,2.7,Enhanced social distancing of elderly,37%,173859,82971,328,2432,435
Channel Islands,3,Enhanced social distancing of elderly,41%,173859,91486,496,3035,657
Channel Islands,3.3,Enhanced social distancing of elderly,44%,173859,97457,562,3335,745
Channel Islands,2.4,Social distancing whole population,34%,173859,78628,504,2759,668
Channel Islands,2.7,Social distancing whole population,38%,173859,86899,579,3127,768
Channel Islands,3,Social distancing whole population,42%,173859,93776,646,3447,856
Channel Islands,3.3,Social distancing whole population,44%,173859,99589,706,3728,936
Channel Islands,2.4,Unmitigated,0%,173859,128194,1063,5287,1409
Channel Islands,2.7,Unmitigated,0%,173859,137550,1210,5880,1604
Channel Islands,3,Unmitigated,0%,173859,144550,1335,6361,1769
Channel Islands,3.3,Unmitigated,0%,173859,149891,1441,6756,1911
Chile,2.4,Enhanced social distancing of elderly,33%,19116209,7948804,27107,189383,35936
Chile,2.7,Enhanced social distancing of elderly,37%,19116209,8903666,32472,220769,43062
Chile,3,Enhanced social distancing of elderly,41%,19116209,9863830,48536,279895,64353
Chile,3.3,Enhanced social distancing of elderly,44%,19116209,10569490,54739,309442,72564
Chile,2.4,Social distancing whole population,35%,19116209,8259484,46981,245940,62283
Chile,2.7,Social distancing whole population,39%,19116209,9217526,54006,281434,71593
Chile,3,Social distancing whole population,42%,19116209,10025920,60214,312541,79824
Chile,3.3,Social distancing whole population,45%,19116209,10715061,65721,339922,87190
Chile,2.4,Unmitigated,0%,19116209,14113562,96205,487728,127540
Chile,2.7,Unmitigated,0%,19116209,15216924,107604,541146,142694
Chile,3,Unmitigated,0%,19116209,16042988,116816,583422,154922
Chile,3.3,Unmitigated,0%,19116209,16670900,124307,617148,164816
China,2.4,Enhanced social distancing of elderly,33%,1439323774,746788386,2826315,22806847,3746892
China,2.7,Enhanced social distancing of elderly,37%,1439323774,821322064,3298809,25700365,4373173
China,3,Enhanced social distancing of elderly,42%,1439323774,874140859,4749585,30753649,6296301
China,3.3,Enhanced social distancing of elderly,46%,1439323774,921282518,5266944,33168816,6985072
China,2.4,Social distancing whole population,37%,1439323774,757128484,4813476,28406024,6381302
China,2.7,Social distancing whole population,41%,1439323774,826543527,5367361,31380232,7119395
China,3,Social distancing whole population,44%,1439323774,878590163,5798045,33657278,7688852
China,3.3,Social distancing whole population,47%,1439323774,923855397,6183672,35670795,8196918
China,2.4,Unmitigated,0%,1439323774,1184943034,8642939,47961274,11458080
China,2.7,Unmitigated,0%,1439323774,1247620433,9304179,51103996,12336119
China,3,Unmitigated,0%,1439323774,1292156050,9794152,53385009,12982831
China,3.3,Unmitigated,0%,1439323774,1324506242,10161559,55065833,13471099
"China, Taiwan Province of China",2.4,Enhanced social distancing of elderly,33%,23816775,11913712,51670,395266,68500
"China, Taiwan Province of China",2.7,Enhanced social distancing of elderly,36%,23816775,13183500,61120,449935,81060
"China, Taiwan Province of China",3,Enhanced social distancing of elderly,42%,23816775,14147563,91275,549321,121049
"China, Taiwan Province of China",3.3,Enhanced social distancing of elderly,45%,23816775,14968416,102449,597300,135799
"China, Taiwan Province of China",2.4,Social distancing whole population,37%,23816775,12241249,93712,509489,124235
"China, Taiwan Province of China",2.7,Social distancing whole population,41%,23816775,13363829,105222,564988,139513
"China, Taiwan Province of China",3,Social distancing whole population,44%,23816775,14283511,115138,611795,152625
"China, Taiwan Province of China",3.3,Social distancing whole population,47%,23816775,15051806,123786,651887,164103
"China, Taiwan Province of China",2.4,Unmitigated,0%,23816775,19368761,179828,896581,238400
"China, Taiwan Province of China",2.7,Unmitigated,0%,23816775,20456680,196510,964608,260510
"China, Taiwan Province of China",3,Unmitigated,0%,23816775,21236325,209330,1015373,277624
"China, Taiwan Province of China",3.3,Unmitigated,0%,23816775,21806631,219270,1053750,290735
Colombia,2.4,Enhanced social distancing of elderly,34%,50882884,22465432,62709,470874,83134
Colombia,2.7,Enhanced social distancing of elderly,37%,50882884,25040425,74533,544667,98804
Colombia,3,Enhanced social distancing of elderly,41%,50882884,27498231,108770,676667,144185
Colombia,3.3,Enhanced social distancing of elderly,44%,50882884,29358446,121940,743669,161696
Colombia,2.4,Social distancing whole population,35%,50882884,23091674,104613,592416,138687
Colombia,2.7,Social distancing whole population,39%,50882884,25654646,119491,673685,158408
Colombia,3,Social distancing whole population,42%,50882884,27802921,132515,744268,175751
Colombia,3.3,Social distancing whole population,45%,50882884,29623911,143964,805892,190877
Colombia,2.4,Unmitigated,0%,50882884,38793185,208179,1143614,275986
Colombia,2.7,Unmitigated,0%,50882884,41611023,230646,1258209,305823
Colombia,3,Unmitigated,0%,50882884,43689722,248369,1347006,329249
Colombia,3.3,Unmitigated,0%,50882884,45247953,262461,1416435,347934
Comoros,2.4,Enhanced social distancing of elderly,34%,869595,487750,929,7968,1231
Comoros,2.7,Enhanced social distancing of elderly,39%,869595,527765,1040,8732,1379
Comoros,3,Enhanced social distancing of elderly,44%,869595,555655,1335,9913,1771
Comoros,3.3,Enhanced social distancing of elderly,47%,869595,581872,1426,10463,1891
Comoros,2.4,Social distancing whole population,37%,869595,480751,1301,9007,1725
Comoros,2.7,Social distancing whole population,41%,869595,520838,1400,9731,1857
Comoros,3,Social distancing whole population,45%,869595,553200,1479,10311,1961
Comoros,3.3,Social distancing whole population,48%,869595,579893,1543,10785,2045
Comoros,2.4,Unmitigated,0%,869595,738089,1894,13493,2511
Comoros,2.7,Unmitigated,0%,869595,773652,1965,14065,2605
Comoros,3,Unmitigated,0%,869595,798396,2011,14450,2667
Comoros,3.3,Unmitigated,0%,869595,816020,2042,14714,2708
"Congo, Dem. Rep.",2.4,Enhanced social distancing of elderly,35%,89561404,49508071,88025,733058,116697
"Congo, Dem. Rep.",2.7,Enhanced social distancing of elderly,39%,89561404,53574415,98623,802122,130743
"Congo, Dem. Rep.",3,Enhanced social distancing of elderly,44%,89561404,56429103,128350,916875,170152
"Congo, Dem. Rep.",3.3,Enhanced social distancing of elderly,47%,89561404,59105656,137156,967071,181916
"Congo, Dem. Rep.",2.4,Social distancing whole population,37%,89561404,48817470,126170,840947,167266
"Congo, Dem. Rep.",2.7,Social distancing whole population,41%,89561404,52894868,135605,906224,179852
"Congo, Dem. Rep.",3,Social distancing whole population,45%,89561404,56191670,143064,958176,189698
"Congo, Dem. Rep.",3.3,Social distancing whole population,48%,89561404,58924020,149115,1000615,197680
"Congo, Dem. Rep.",2.4,Unmitigated,0%,89561404,75372228,182429,1240046,241850
"Congo, Dem. Rep.",2.7,Unmitigated,0%,89561404,79061942,188874,1288191,250385
"Congo, Dem. Rep.",3,Unmitigated,0%,89561404,81657482,193054,1320022,255916
"Congo, Dem. Rep.",3.3,Unmitigated,0%,89561404,83525916,195829,1341545,259652
"Congo, Rep.",2.4,Enhanced social distancing of elderly,35%,5518092,3094890,5607,49370,7433
"Congo, Rep.",2.7,Enhanced social distancing of elderly,39%,5518092,3347078,6259,54007,8300
"Congo, Rep.",3,Enhanced social distancing of elderly,44%,5518092,3519557,7937,60907,10522
"Congo, Rep.",3.3,Enhanced social distancing of elderly,47%,5518092,3684892,8452,64191,11205
"Congo, Rep.",2.4,Social distancing whole population,37%,5518092,3044312,7697,55202,10204
"Congo, Rep.",2.7,Social distancing whole population,41%,5518092,3297700,8265,59572,10957
"Congo, Rep.",3,Social distancing whole population,45%,5518092,3502319,8713,63063,11556
"Congo, Rep.",3.3,Social distancing whole population,48%,5518092,3671112,9075,65915,12033
"Congo, Rep.",2.4,Unmitigated,0%,5518092,4683994,11058,82320,14660
"Congo, Rep.",2.7,Unmitigated,0%,5518092,4908754,11439,85718,15170
"Congo, Rep.",3,Unmitigated,0%,5518092,5065715,11686,88003,15492
"Congo, Rep.",3.3,Unmitigated,0%,5518092,5177507,11849,89571,15708
Costa Rica,2.4,Enhanced social distancing of elderly,33%,5094114,2180650,6718,48922,8906
Costa Rica,2.7,Enhanced social distancing of elderly,37%,5094114,2438196,8019,56846,10631
Costa Rica,3,Enhanced social distancing of elderly,41%,5094114,2688943,11802,71189,15652
Costa Rica,3.3,Enhanced social distancing of elderly,44%,5094114,2876997,13271,78486,17596
Costa Rica,2.4,Social distancing whole population,35%,5094114,2250988,11349,62230,15046
Costa Rica,2.7,Social distancing whole population,39%,5094114,2507999,13016,71046,17258
Costa Rica,3,Social distancing whole population,42%,5094114,2724213,14481,78740,19197
Costa Rica,3.3,Social distancing whole population,45%,5094114,2908086,15776,85488,20914
Costa Rica,2.4,Unmitigated,0%,5094114,3817722,22929,121897,30397
Costa Rica,2.7,Unmitigated,0%,5094114,4107483,25533,134741,33847
Costa Rica,3,Unmitigated,0%,5094114,4322628,27608,144787,36610
Costa Rica,3.3,Unmitigated,0%,5094114,4485157,29276,152724,38826
Cote d'Ivoire,2.4,Enhanced social distancing of elderly,35%,26378275,14722740,26154,225504,34673
Cote d'Ivoire,2.7,Enhanced social distancing of elderly,39%,26378275,15928082,29229,246681,38756
Cote d'Ivoire,3,Enhanced social distancing of elderly,44%,26378275,16761445,37374,279760,49545
Cote d'Ivoire,3.3,Enhanced social distancing of elderly,47%,26378275,17552350,39833,294877,52806
Cote d'Ivoire,2.4,Social distancing whole population,37%,26378275,14497297,36417,254935,48279
Cote d'Ivoire,2.7,Social distancing whole population,41%,26378275,15706291,39103,274868,51837
Cote d'Ivoire,3,Social distancing whole population,45%,26378275,16683810,41222,290772,54667
Cote d'Ivoire,3.3,Social distancing whole population,48%,26378275,17490055,42928,303713,56931
Cote d'Ivoire,2.4,Unmitigated,0%,26378275,22339240,52235,377242,69248
Cote d'Ivoire,2.7,Unmitigated,0%,26378275,23418622,53999,392122,71621
Cote d'Ivoire,3,Unmitigated,0%,26378275,24173326,55132,401989,73097
Cote d'Ivoire,3.3,Unmitigated,0%,26378275,24713260,55876,408684,74070
Croatia,2.4,Enhanced social distancing of elderly,34%,4105268,1713243,6953,50478,9217
Croatia,2.7,Enhanced social distancing of elderly,38%,4105268,1897087,8259,57875,10948
Croatia,3,Enhanced social distancing of elderly,42%,4105268,2101344,12692,73357,16832
Croatia,3.3,Enhanced social distancing of elderly,45%,4105268,2240441,14413,80835,19112
Croatia,2.4,Social distancing whole population,36%,4105268,1811574,12834,66952,17014
Croatia,2.7,Social distancing whole population,39%,4105268,2002239,14757,75955,19570
Croatia,3,Social distancing whole population,43%,4105268,2161215,16478,83822,21841
Croatia,3.3,Social distancing whole population,46%,4105268,2296046,18031,90772,23902
Croatia,2.4,Unmitigated,0%,4105268,3008839,28100,132792,37252
Croatia,2.7,Unmitigated,0%,4105268,3226699,32043,147960,42477
Croatia,3,Unmitigated,0%,4105268,3391471,35424,160440,46961
Croatia,3.3,Unmitigated,0%,4105268,3518531,38325,170788,50830
Cuba,2.4,Enhanced social distancing of elderly,33%,11326616,4434392,18824,124172,24955
Cuba,2.7,Enhanced social distancing of elderly,36%,11326616,4982616,22625,145342,30003
Cuba,3,Enhanced social distancing of elderly,41%,11326616,5565050,34309,186894,45481
Cuba,3.3,Enhanced social distancing of elderly,43%,11326616,5978221,38795,207292,51428
Cuba,2.4,Social distancing whole population,35%,11326616,4665780,33464,165254,44364
Cuba,2.7,Social distancing whole population,39%,11326616,5221247,38555,189626,51110
Cuba,3,Social distancing whole population,42%,11326616,5691513,43067,211064,57112
